url,issue,url_type,cohort,last_crawled
https://www.the-anchor.pub/events/cash-bingo-2026-02-18/opengraph-image,Crawled - currently not indexed,og_image,event,2026-04-05
https://www.the-anchor.pub/blog/family-friendly-sunday-lunch-heathrow,Crawled - currently not indexed,page,post,2026-04-02
https://www.the-anchor.pub/blog/tag/events,Crawled - currently not indexed,page,tag,2026-03-31
https://www.the-anchor.pub/events/sleigh-that-tune-2025-12-03/opengraph-image,Crawled - currently not indexed,og_image,event,2026-03-31
https://www.the-anchor.pub/events/drag-cabaret-karaoke-march--2025/opengraph-image,Crawled - currently not indexed,og_image,event,2026-03-30
https://www.the-anchor.pub/events/pub-quiz-2026-02-04/opengraph-image,Crawled - currently not indexed,og_image,event,2026-03-29
https://www.the-anchor.pub/events/quiz-night-june--2025/opengraph-image,Crawled - currently not indexed,og_image,event,2026-03-29
https://www.the-anchor.pub/events/cash-bingo-april--2025/opengraph-image,Crawled - currently not indexed,og_image,event,2026-03-29
https://www.the-anchor.pub/events/music-bingo-2026-02-11/book,Crawled - currently not indexed,page,event,2026-03-26
https://www.the-anchor.pub/events/live-at-the-anchor-open-mic-night-2026-04-25/opengraph-image,Crawled - currently not indexed,og_image,event,2026-03-25
https://www.the-anchor.pub/events/quiz-night-2026-04-15,Crawled - currently not indexed,page,event,2026-03-25
https://www.the-anchor.pub/blog/function-room-hire-heathrow-pricing,Crawled - currently not indexed,page,post,2026-03-22
https://www.the-anchor.pub/blog/six-nations-rugby-at-the-anchor-2023,Crawled - currently not indexed,page,post,2026-03-21
https://www.the-anchor.pub/blog/double-up-offer,Crawled - currently not indexed,page,post,2026-03-21
https://www.the-anchor.pub/blog?page=9,Crawled - currently not indexed,parameter_variant,other,2026-03-21
https://www.the-anchor.pub/events/pub-quiz-night-2025-11-05/opengraph-image,Crawled - currently not indexed,og_image,event,2026-03-20
https://www.the-anchor.pub/blog/winter-hours-cosy-times-at-the-anchor,Crawled - currently not indexed,page,post,2026-03-19
https://www.the-anchor.pub/blog/rum-tasting-caribbean,Crawled - currently not indexed,page,post,2026-03-19
https://www.the-anchor.pub/blog/christmas-venue,Crawled - currently not indexed,page,post,2026-03-14
https://www.the-anchor.pub/blog?page=6,Crawled - currently not indexed,parameter_variant,other,2026-03-12
https://www.the-anchor.pub/sport,Crawled - currently not indexed,redirect_source,other,2026-03-04
https://www.the-anchor.pub/event-details/sunday-lunch-at-the-anchor-pre-order-before-saturday-at-1pm-2025-06-01-12-00/form,Crawled - currently not indexed,legacy_wix,event,2026-03-03
https://www.the-anchor.pub/drinks/bells,Crawled - currently not indexed,redirect_source,drink,2026-03-03
https://www.the-anchor.pub/whats-on?utm_source=social&utm_medium=facebook&utm_campaign=Food&utm_content=BBQ,Crawled - currently not indexed,parameter_variant,other,2026-03-02
https://www.the-anchor.pub/blog/buy-one-get-one-free-on-all-pizza-every-tuesday,Crawled - currently not indexed,page,post,2026-03-02
https://www.the-anchor.pub/event-details/pub-quiz-night-at-the-anchor-hosted-by-nish-2024-07-10-19-00,Crawled - currently not indexed,legacy_wix,event,2026-03-01
"https://www.the-anchor.pub/food-menu?utm_source=social&utm_medium=facebook&utm_campaign=Public 
Holidays&utm_content=May Day",Crawled - currently not indexed,parameter_variant,other,2026-03-01
https://www.the-anchor.pub/drinks/williams-chase-pink-grapefruit-gin,Crawled - currently not indexed,redirect_source,drink,2026-03-01
https://www.the-anchor.pub/events/new-years-eve-2026-2025-12-31/opengraph-image,Crawled - currently not indexed,og_image,event,2026-02-28
https://www.the-anchor.pub/food-menu?utm_source=social&utm_medium=facebook&utm_campaign=Food&utm_content=BBQ,Crawled - currently not indexed,parameter_variant,other,2026-02-28
"https://www.the-anchor.pub/post/introducing-new-dining-room-the-anchor?utm_source=social&utm_medium=facebook&utm_campaign=Improvements&utm_content=Dining 
Room",Crawled - currently not indexed,legacy_wix,post,2026-02-28
https://www.the-anchor.pub/events/live-at-the-anchor-valentines-day-special/book,Crawled - currently not indexed,page,event,2026-02-25
https://www.the-anchor.pub/company-christmas-party-venue,Crawled - currently not indexed,redirect_source,other,2026-02-25
https://www.the-anchor.pub/drinks/bailey's,Crawled - currently not indexed,redirect_source,drink,2026-02-25
https://www.the-anchor.pub/blog/free-pint-offer-this-november,Crawled - currently not indexed,page,post,2026-02-24
https://www.the-anchor.pub/blog/spring-tasting-night,Crawled - currently not indexed,page,post,2026-02-24
https://www.the-anchor.pub/post/day-of-the-dead-halloween-party-the-anchor,Crawled - currently not indexed,legacy_wix,post,2026-02-21
https://www.the-anchor.pub/book-table?purpose=food,Crawled - currently not indexed,parameter_variant,other,2026-02-20
https://www.the-anchor.pub/blog/tag/improvement,Crawled - currently not indexed,redirect_source,tag,2026-02-20
https://www.the-anchor.pub/events/bingo-night-2025-12-19/opengraph-image,Crawled - currently not indexed,og_image,event,2026-02-19
https://www.the-anchor.pub/post/tequila-and-tradition-role-of-agave,Crawled - currently not indexed,legacy_wix,post,2026-02-19
https://www.the-anchor.pub/blog/what-is-the-history-of-april-fools-day,Crawled - currently not indexed,page,post,2026-02-17
https://www.the-anchor.pub/blog/womens-day-2024,Crawled - currently not indexed,page,post,2026-02-17
https://www.the-anchor.pub/book-event,Crawled - currently not indexed,page,other,2026-02-17
https://www.the-anchor.pub/event-details/sleigh-that-tune-a-gameshow-house-party-with-nikki-manfadge,Crawled - currently not indexed,legacy_wix,event,2026-02-17
https://www.the-anchor.pub/blog/tag/drinks,Crawled - currently not indexed,redirect_source,tag,2026-02-15
https://www.the-anchor.pub/book-table?tab=sunday,Crawled - currently not indexed,parameter_variant,other,2026-02-15
"https://www.the-anchor.pub/blog/new-dining-room?utm_source=social&utm_medium=facebook&utm_campaign=Improvements&utm_content=Dining 
Room",Crawled - currently not indexed,parameter_variant,post,2026-02-14
https://www.the-anchor.pub/blog/tag/special-offers,Crawled - currently not indexed,redirect_source,tag,2026-02-14
https://www.the-anchor.pub/events/live-at-the-anchor-valentines-day-special/opengraph-image,Crawled - currently not indexed,og_image,event,2026-02-14
https://www.the-anchor.pub/events/quiz-night-2026-03-04/opengraph-image,Crawled - currently not indexed,og_image,event,2026-02-14
"https://www.the-anchor.pub/food?utm_source=social&utm_medium=facebook&utm_campaign=Public 
Holidays&utm_content=May Day",Crawled - currently not indexed,redirect_source,other,2026-02-13
https://www.the-anchor.pub/blog/tag/tasting-events,Crawled - currently not indexed,redirect_source,tag,2026-02-12
https://www.the-anchor.pub/events/mothers-day-lunch-2026-03-15/opengraph-image,Crawled - currently not indexed,og_image,event,2026-02-12
https://www.the-anchor.pub/events/quiz-night-2026-03-04/book,Crawled - currently not indexed,page,event,2026-02-10
https://www.the-anchor.pub/make-a-booking,Crawled - currently not indexed,redirect_source,other,2026-02-08
https://www.the-anchor.pub/blog/tag/savings,Crawled - currently not indexed,redirect_source,tag,2026-02-08
https://www.the-anchor.pub/blog/tag/dining,Crawled - currently not indexed,redirect_source,tag,2026-02-03
https://www.the-anchor.pub/blog/salami-day-pizza,Crawled - currently not indexed,page,post,2026-02-03
https://www.the-anchor.pub/blog/tag/bingo,Crawled - currently not indexed,redirect_source,tag,2026-02-01
https://www.the-anchor.pub/post/monthly-music-bingo-nights,Crawled - currently not indexed,legacy_wix,post,2026-01-31
https://www.the-anchor.pub/blog/tag/variety,Crawled - currently not indexed,redirect_source,tag,2026-01-30
https://www.the-anchor.pub/blog/tag/new-arrivals,Crawled - currently not indexed,redirect_source,tag,2026-01-30
https://www.the-anchor.pub/event-details/monthly-cash-bingo-night-50-jackpot-chip-shop-fridays-2025-04-25-18-00,Crawled - currently not indexed,legacy_wix,event,2026-01-30
https://www.the-anchor.pub/fury-wilder-fight,Crawled - currently not indexed,redirect_source,other,2026-01-29
https://www.the-anchor.pub/blog/tag/stanwell-moor,Crawled - currently not indexed,redirect_source,tag,2026-01-28
https://www.the-anchor.pub/blog/experience-the-best-beer-at-a-great-pub-near-heath,Crawled - currently not indexed,page,post,2026-01-26
https://www.the-anchor.pub/post/buy-one-get-one-free-pizza-deal,Crawled - currently not indexed,legacy_wix,post,2026-01-25
https://www.the-anchor.pub/post/buy-one-get-one-half-price-on-all-dine-in-pizza-every-tuesday,Crawled - currently not indexed,legacy_wix,post,2026-01-25
https://www.the-anchor.pub/blog/tag/sunday-roast,Crawled - currently not indexed,redirect_source,tag,2026-01-24
https://www.the-anchor.pub/post/euro-2024-stanwell-moor-staines,Crawled - currently not indexed,legacy_wix,post,2026-01-24
https://www.the-anchor.pub/events/music-bingo-2026-02-11/opengraph-image,Crawled - currently not indexed,og_image,event,2026-01-22
https://www.the-anchor.pub/blog/stanwell-moor-brew,Crawled - currently not indexed,page,post,2026-01-21
https://www.the-anchor.pub/blog/earth-day-cleanup,Crawled - currently not indexed,page,post,2026-01-08
https://www.the-anchor.pub/post/exciting-new-events-offers-the-anchor-2025,Crawled - currently not indexed,legacy_wix,post,2026-01-06
https://www.the-anchor.pub/post/gameshow-house-party,Crawled - currently not indexed,legacy_wix,post,2026-01-03
https://www.the-anchor.pub/post/gameshow-house-party-the-anchor,Crawled - currently not indexed,legacy_wix,post,2026-01-03
https://www.the-anchor.pub/post/gameshow-house-party-success,Crawled - currently not indexed,legacy_wix,post,2026-01-02
https://www.the-anchor.pub/make-a-booking?utm_source=social&utm_medium=facebook&utm_campaign=sunday_lunch,Crawled - currently not indexed,redirect_source,other,2025-12-30
https://www.the-anchor.pub/post/charity-walk-for-holly-fathers-mission,Crawled - currently not indexed,legacy_wix,post,2025-12-28
https://www.the-anchor.pub/blog/this-december-at-the-anchor,Crawled - currently not indexed,page,post,2025-12-26
https://www.the-anchor.pub/blog/cosy-pub-stanwell,Crawled - currently not indexed,page,post,2025-12-26
https://www.the-anchor.pub/blog/tag/wednesday,Crawled - currently not indexed,redirect_source,tag,2025-12-26
https://www.the-anchor.pub/post/pizza-anyone,Crawled - currently not indexed,legacy_wix,post,2025-12-24
https://www.the-anchor.pub/blog/tag/world-photography-day,Crawled - currently not indexed,redirect_source,tag,2025-12-23
https://www.the-anchor.pub/post/diwali-2023-stanwell-moor-celebration,Crawled - currently not indexed,legacy_wix,post,2025-12-19
https://www.the-anchor.pub/event-details/active-surreys-stanwell-moor-wellness-forum,Crawled - currently not indexed,legacy_wix,event,2025-12-19
https://www.the-anchor.pub/blog/tag/beer-garden,Crawled - currently not indexed,page,tag,2025-12-17
https://www.the-anchor.pub/blog/tag/november,Crawled - currently not indexed,page,tag,2025-12-16
https://www.the-anchor.pub/blog/tag/womens-day,Crawled - currently not indexed,page,tag,2025-12-15
https://www.the-anchor.pub/event-details/gameshow-house-party-2025-07-25-19-00-1,Crawled - currently not indexed,legacy_wix,event,2025-12-04
https://www.the-anchor.pub/post/make-father-s-day-special,Crawled - currently not indexed,legacy_wix,post,2025-12-03
https://www.the-anchor.pub/post/new-menu-options-launching-february-1st-2023,Crawled - currently not indexed,legacy_wix,post,2025-12-02
https://www.the-anchor.pub/event-details/pub-pursuit-live-the-ultimate-quiz-night-at-the-anchor-2025-07-02-19-00,Crawled - currently not indexed,legacy_wix,event,2025-11-19
https://www.the-anchor.pub/drinks/courvoisier,Crawled - currently not indexed,redirect_source,drink,2025-11-14
https://www.the-anchor.pub/event-details/high-heels-house-party-with-nikki-manfadge,Crawled - currently not indexed,legacy_wix,event,2025-11-03
https://www.the-anchor.pub/blog/tag/british-cuisine,Crawled - currently not indexed,redirect_source,tag,2025-08-03
https://www.the-anchor.pub/event-details/gameshow-house-party-2025-07-25-19-00-2,Crawled - currently not indexed,legacy_wix,event,2025-05-24
https://www.the-anchor.pub/event-details/gameshow-house-party-2025-06-27-19-00-2,Crawled - currently not indexed,legacy_wix,event,2025-05-24
https://www.the-anchor.pub/event-details/gameshow-house-party-2025-12-05-19-00-2,Crawled - currently not indexed,legacy_wix,event,2025-05-24
https://www.the-anchor.pub/events/free-mixer-with-english-gins-inches-and-aspall-offer?utm_source=instagram&utm_medium=lnk.bio&utm_campaign=event-free-mixer-with-english-gins-inches-and-aspall-offer&utm_content=instagram_bio&utm_term=lnk_bio,Alternative page with proper canonical tag,parameter_variant,event,2026-04-04
https://www.the-anchor.pub/food-menu?utm_source=social&utm_medium=facebook&utm_campaign=Food&utm_content=Sundays,Alternative page with proper canonical tag,parameter_variant,other,2026-03-29
https://www.the-anchor.pub/book-table?purpose=drinks,Alternative page with proper canonical tag,parameter_variant,other,2026-03-25
https://www.the-anchor.pub/book-table?purpose=sunday_lunch,Alternative page with proper canonical tag,parameter_variant,other,2026-03-25
https://www.the-anchor.pub/book-table?date=2026-03-15&purpose=food&sunday_lunch=true&mothers_day=true,Alternative page with proper canonical tag,parameter_variant,other,2026-03-25
https://www.the-anchor.pub/events/open-mic-night-live-at-the-anchor-2026-04-25?utm_source=instagram&utm_medium=lnk.bio&utm_campaign=event-open-mic-night-live-at-the-anchor-2026-04-25&utm_content=instagram_bio&utm_term=lnk_bio,Alternative page with proper canonical tag,parameter_variant,event,2026-03-25
https://www.the-anchor.pub/events/open-mic-night-live-at-the-anchor-2026-04-25?utm_source=facebook&utm_medium=social&utm_campaign=event-open-mic-night-live-at-the-anchor-2026-04-25&utm_content=facebook_main&utm_term=facebook,Alternative page with proper canonical tag,parameter_variant,event,2026-03-25
https://www.the-anchor.pub/events/live-at-the-anchor-valentines-day-special?utm_source=facebook&utm_medium=social&utm_campaign=event-live-at-the-anchor-valentines-day-special&utm_content=facebook_main&utm_term=facebook,Alternative page with proper canonical tag,parameter_variant,event,2026-03-21
https://www.the-anchor.pub/?utm_source=social&utm_medium=facebook&utm_campaign=sunday_lunch,Alternative page with proper canonical tag,parameter_variant,other,2026-03-06
https://www.the-anchor.pub/?utm_source=squaremeal&utm_medium=web&utm_campaign=detailpage,Alternative page with proper canonical tag,parameter_variant,other,2026-03-06
https://www.the-anchor.pub/book-table?utm_source=social&utm_medium=facebook&utm_campaign=sunday_lunch,Alternative page with proper canonical tag,parameter_variant,other,2026-03-04
https://www.the-anchor.pub/blog/tag/premier-league,Redirect error,redirect_source,tag,2026-01-23
https://www.the-anchor.pub/blog/tag/rugby,Redirect error,redirect_source,tag,2026-01-20
https://the-anchor.pub/blog/tag/pet-friendly,Redirect error,redirect_source,tag,2026-01-18
https://the-anchor.pub/blog/tag/premier-league,Redirect error,redirect_source,tag,2026-01-09
https://www.the-anchor.pub/blog/tag/pet-friendly,Redirect error,redirect_source,tag,2026-01-07
https://www.the-anchor.pub/blog/tag/dog-friendly,Redirect error,redirect_source,tag,2026-01-07
https://the-anchor.pub/blog/tag/rugby,Redirect error,redirect_source,tag,2026-01-05
https://www.the-anchor.pub/blog/40th-birthday-party-ideas-venues,Discovered – currently not indexed,page,post,1970-01-01
https://www.the-anchor.pub/blog/british-pub-guide-for-international-visitors,Discovered – currently not indexed,page,post,1970-01-01
https://www.the-anchor.pub/blog/heathrow-hotel-dining-vs-local-pub,Discovered – currently not indexed,page,post,1970-01-01
https://www.the-anchor.pub/blog/private-room-hire-cost-near-heathrow,Discovered – currently not indexed,page,post,1970-01-01
https://www.the-anchor.pub/blog/pub-vs-hotel-celebration-venue,Discovered – currently not indexed,page,post,1970-01-01
https://www.the-anchor.pub/blog/tag/birthdays,Discovered – currently not indexed,page,tag,1970-01-01
https://www.the-anchor.pub/blog/things-to-do-near-heathrow-between-flights,Discovered – currently not indexed,page,post,1970-01-01
https://www.the-anchor.pub/drinks/baby-guinness,Discovered – currently not indexed,page,drink,1970-01-01
https://www.the-anchor.pub/events/open-mic-night-live-at-the-anchor,Discovered – currently not indexed,page,event,1970-01-01
https://www.the-anchor.pub/live-music,Discovered – currently not indexed,page,other,1970-01-01
https://www.the-anchor.pub/live-sport/six-nations,Discovered – currently not indexed,page,other,1970-01-01
https://www.the-anchor.pub/private-hire/baby-showers,Discovered – currently not indexed,page,private_hire,1970-01-01
https://www.the-anchor.pub/private-hire/near/ashford-hospital,Discovered – currently not indexed,page,private_hire,1970-01-01
https://www.the-anchor.pub/private-hire/near/ashford-town-fc,Discovered – currently not indexed,page,private_hire,1970-01-01
https://www.the-anchor.pub/private-hire/near/bedfont-lakes,Discovered – currently not indexed,page,private_hire,1970-01-01
https://www.the-anchor.pub/private-hire/near/great-fosters-egham,Discovered – currently not indexed,page,private_hire,1970-01-01
https://www.the-anchor.pub/private-hire/near/staines-rugby-club,Discovered – currently not indexed,page,private_hire,1970-01-01
